"E1501N	[E1501N] SCIENZE DEL TURISMO E COMUNITÀ LOCALE	2016	2016-12-21	3"
"E1601N	[E1601N] SCIENZE DELL'ORGANIZZAZIONE	2016	2016-12-21	1"
"E1801M	[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI	2016	2016-12-21	2"
"E1901R	[E1901R] SCIENZE DELL'EDUCAZIONE	2016	2016-12-21	1"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2016	2016-12-21	119"
"E2701Q	[E2701Q] SCIENZA DEI MATERIALI	2016	2016-12-21	1"
"E3901N	[E3901N] SERVIZIO SOCIALE	2016	2016-12-21	54"
"E4001N	[E4001N] SOCIOLOGIA	2016	2016-12-21	309"
"F0601Q	[F0601Q] BIOLOGIA	2016	2016-12-21	5"
"F5101P	[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA	2016	2016-12-21	74"
"F5103P	[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI	2016	2016-12-21	11"
"F7401Q	[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE	2016	2016-12-21	1"
"F8801N	[F8801N] SOCIOLOGIA	2016	2016-12-21	9"
"H4101D	[H4101D] MEDICINA E CHIRURGIA	2016	2016-12-21	89"
"E2001R	[E2001R] COMUNICAZIONE INTERCULTURALE	2016	2016-12-22	1"
"E2004P	[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE	2016	2016-12-22	12"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2016	2016-12-22	40"
"E3002Q	[E3002Q] OTTICA E OPTOMETRIA	2016	2016-12-22	1"
"E3401Q	[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE	2016	2016-12-22	1"
"E4001N	[E4001N] SOCIOLOGIA	2016	2016-12-22	156"
"F5101P	[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA	2016	2016-12-22	31"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2016	2016-12-23	30"
"E1901R	[E1901R] SCIENZE DELL'EDUCAZIONE	2017	2017-01-09	206"
"E2001R	[E2001R] COMUNICAZIONE INTERCULTURALE	2017	2017-01-09	1"
"E2004P	[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE	2017	2017-01-09	1"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2017	2017-01-09	25"
"E3201Q	[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE	2017	2017-01-09	16"
"E3401Q	[E3401Q] SCIENZE E TECNOLOGIE GEOLOGICHE	2017	2017-01-09	21"
"F0101R	[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE	2017	2017-01-09	13"
"F1701Q	[F1701Q] FISICA	2017	2017-01-09	2"
"F5701R	[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE	2017	2017-01-09	1"
"F6302N	[F6302N] MANAGEMENT E DESIGN DEI SERVIZI	2017	2017-01-09	1"
"F8501R	[F8501R] SCIENZE PEDAGOGICHE	2017	2017-01-09	10"
"H4101D	[H4101D] MEDICINA E CHIRURGIA	2017	2017-01-09	17"
"H4601D	[H4601D] ODONTOIATRIA E PROTESI DENTARIA	2017	2017-01-09	8"
"I0201D	[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA)	2017	2017-01-09	64"
"E0201Q	[E0201Q] BIOTECNOLOGIE	2017	2017-01-10	71"
"E1301Q	[E1301Q] SCIENZE BIOLOGICHE	2017	2017-01-10	1"
"E1801M	[E1801M] MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI	2017	2017-01-10	28"
"E2001R	[E2001R] COMUNICAZIONE INTERCULTURALE	2017	2017-01-10	49"
"E2004P	[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE	2017	2017-01-10	2"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2017	2017-01-10	60"
"E3201Q	[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE	2017	2017-01-10	1"
"E3901N	[E3901N] SERVIZIO SOCIALE	2017	2017-01-10	7"
"F0101R	[F0101R] SCIENZE ANTROPOLOGICHE ED ETNOLOGICHE	2017	2017-01-10	3"
"F1701Q	[F1701Q] FISICA	2017	2017-01-10	1"
"F5102P	[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI	2017	2017-01-10	2"
"F5103P	[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI	2017	2017-01-10	12"
"F5104P	[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA	2017	2017-01-10	16"
"F5701R	[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE	2017	2017-01-10	1"
"F8501R	[F8501R] SCIENZE PEDAGOGICHE	2017	2017-01-10	11"
"G8501R	[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA	2017	2017-01-10	108"
"H4101D	[H4101D] MEDICINA E CHIRURGIA	2017	2017-01-10	141"
"I0101D	[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)	2017	2017-01-10	146"
"I0102D	[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O)	2017	2017-01-10	18"
"I0201D	[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA)	2017	2017-01-10	46"
"I0202D	[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA)	2017	2017-01-10	26"
"E0201Q	[E0201Q] BIOTECNOLOGIE	2017	2017-01-11	1"
"E1901R	[E1901R] SCIENZE DELL'EDUCAZIONE	2017	2017-01-11	13"
"E2001R	[E2001R] COMUNICAZIONE INTERCULTURALE	2017	2017-01-11	99"
"E2401P	[E2401P] SCIENZE E TECNICHE PSICOLOGICHE	2017	2017-01-11	8"
"F1601M	[F1601M] ECONOMIA E FINANZA	2017	2017-01-11	2"
"F5102P	[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI	2017	2017-01-11	36"
"F5103P	[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI	2017	2017-01-11	46"
"F5701R	[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE	2017	2017-01-11	79"
"F8501R	[F8501R] SCIENZE PEDAGOGICHE	2017	2017-01-11	49"
"G8501R	[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA	2017	2017-01-11	79"
